,Address,AdmArea,District,x,y,Category
137,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.528853024088,55.648908655467,Библиотека
138,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.345774539391,55.601857508818,Библиотека
139,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.744191755547,55.603952062211,Библиотека
140,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.512134078080486,55.722465626157515,Библиотека
141,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.573442178761,55.578687847787,Библиотека
142,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.774318019782,55.727239185654,Библиотека
143,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.607163463541,55.589749826127,Библиотека
144,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.619543284438,55.607225743141,Библиотека
145,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.600310837053,55.676369668674,Библиотека
146,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.454175968409,55.683661692159,Библиотека
147,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.434484098924,55.851062620209,Библиотека
148,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.570629180203,55.85876154682,Библиотека
149,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.730029983995,55.797875724836,Библиотека
150,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.647393389819,55.815187746137,Библиотека
151,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.583290881583,55.503632587241,Библиотека
152,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.756889456452,55.827729204352,Библиотека
153,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.407641492848,55.732774990003,Библиотека
154,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.74123636413,55.633618022067,Библиотека
155,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.533092536758,55.882599914694,Библиотека
156,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.59407451873,55.774424895406,Библиотека
157,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.557402548155,55.783232312624,Библиотека
158,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.446882368479,55.846320758438,Библиотека
159,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.419781474708024,55.85720538460819,Библиотека
160,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.327489,55.550354,Библиотека
161,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.803032624065715,55.633310694160436,Библиотека
162,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.70883254207248,55.73355700250268,Библиотека
163,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.768016249207,55.740506974397,Библиотека
164,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.737478852818,55.617296509762,Библиотека
165,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.34704322057,55.844674408559,Библиотека
166,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.800045459502,55.747076846594,Библиотека
167,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.522870170236,55.835374563793,Библиотека
168,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.667857177164045,55.57594287582069,Библиотека
169,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.484326097346,55.795470761868,Библиотека
170,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.522586574015,55.753623176749,Библиотека
171,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.580852251185,55.74355171203,Библиотека
172,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.636159203608,55.875371341377,Библиотека
173,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.813418324435,55.702549345353,Библиотека
174,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.410071773876,55.807932007366,Библиотека
175,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.557623876665,55.745716390901,Библиотека
176,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.700949802328,55.878813136814,Библиотека
177,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.511162512026,55.638785544482,Библиотека
178,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.461751323801,55.807069168826,Библиотека
179,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.706019868003,55.659449194931,Библиотека
180,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.659070958027,55.62092175584,Библиотека
181,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.371588473344,55.52246656258,Библиотека
182,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.396146187077,55.653366893189,Библиотека
183,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.655399207451,55.681320850194,Библиотека
184,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.637784749494,55.785688559654,Библиотека
185,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.460252280208,55.723856992734,Библиотека
186,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.428826169383,55.858696346968,Библиотека
187,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.586139542211,55.662862140249,Библиотека
188,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.750138946847,55.677196765795,Библиотека
189,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.721573767124,55.733324343337,Библиотека
190,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.746666770308,55.607102558841,Библиотека
191,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.819033931625,55.817101785639,Библиотека
192,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.791549103306,55.806216566705,Библиотека
193,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.394495245017,55.893200456264,Библиотека
194,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.581623004843,55.770776192088,Библиотека
195,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.458976497203,55.815636740513,Библиотека
196,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.638825567036,55.745093420102,Библиотека
197,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.501524031754,55.861863241633,Библиотека
198,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.686353590381,55.686748957774,Библиотека
199,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.548607568226,55.545986390647,Библиотека
200,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.488693019736,55.776717140307,Библиотека
201,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.573604167493,55.687171499835,Библиотека
202,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.609294857692,55.765643780674,Библиотека
203,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.487962856449,55.790687180052,Библиотека
204,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.92182370900016,55.68620001909767,Библиотека
205,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.644135687058,55.776532215251,Библиотека
206,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.51173068594,55.785663348885,Библиотека
207,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.837342842115,55.779256328061,Библиотека
208,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.826067974437,55.696059528531,Библиотека
209,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.675207572496,55.626040438443,Библиотека
210,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.535833716877,55.66995327725,Библиотека
211,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.455508134243,55.788815695608,Библиотека
212,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.763039511895,55.654596783299,Библиотека
213,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.58168473501,55.793673532747,Библиотека
214,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.654180803989,55.733952191975,Библиотека
215,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.560775393389,55.858004703002,Библиотека
216,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.548129172941,55.696378946577,Библиотека
217,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.81022777046,55.715270014994,Библиотека
218,"город Москва, улица Римского-Корсакова, дом 16",Северо-Восточный административный округ,район Отрадное,37.557841901153,55.758307964656,Библиотека
