,Address,AdmArea,District,SeatsCount,x,y,TypeObject
2793,"город Москва, Ленинградский проспект, дом 23",Северный административный округ,район Беговой,90,37.569288,55.783144,ресторан
2794,"город Москва, Ленинградский проспект, дом 23",Северный административный округ,район Беговой,40,37.569288,55.783144,кафе
2795,"город Москва, Ленинградский проспект, дом 9Б, строение 1",Северный административный округ,район Беговой,60,37.57460861572229,55.78049748729056,ресторан
2796,"город Москва, улица Куусинена, дом 8А",Северный административный округ,Хорошёвский район,100,37.5123360562246,55.7889391919121,кафе
2797,"город Москва, улица Расковой, дом 4",Северный административный округ,район Беговой,60,37.5717680609497,55.7854498520018,буфет
2798,"город Москва, улица Поликарпова, дом 3А",Северный административный округ,Хорошёвский район,72,37.55169139323555,55.775964872549636,столовая
2799,"город Москва, улица Куусинена, дом 13",Северный административный округ,Хорошёвский район,78,37.513269436827514,55.7837415599679,столовая
2800,"город Москва, улица Усиевича, дом 6",Северный административный округ,район Аэропорт,45,37.531830975902494,55.8048469636359,буфет
2801,"город Москва, улица Острякова, дом 6",Северный административный округ,Хорошёвский район,40,37.52649499999999,55.79987977017699,кафе
2802,"город Москва, улица Острякова, дом 15А",Северный административный округ,Хорошёвский район,64,37.52325093955011,55.79854973387352,столовая
2803,"город Москва, проезд Аэропорта, дом 10",Северный административный округ,Хорошёвский район,245,37.520772740192655,55.79640284547734,столовая
2804,"город Москва, улица Академика Ильюшина, дом 8",Северный административный округ,район Аэропорт,124,37.54175427534811,55.80393621777189,столовая
2805,"город Москва, Беговая улица, дом 19",Северный административный округ,район Беговой,70,37.5596598300371,55.7825005442973,буфет
2806,"город Москва, Планетная улица, дом 23",Северный административный округ,район Аэропорт,100,37.54672548743266,55.80107408682668,столовая
2807,"город Москва, Тверская улица, дом 22А, строение 1",Центральный административный округ,Тверской район,80,37.601807288951285,55.7670778456936,ресторан
2808,"город Москва, Тверская улица, дом 7",Центральный административный округ,Тверской район,110,37.61134770701072,55.75812371648404,кафе
2809,"город Москва, Тверская улица, дом 20, строение 1",Центральный административный округ,Тверской район,30,37.6026870815056,55.766646212844655,ресторан
2810,"город Москва, 1-я Брестская улица, дом 10, строение 4",Центральный административный округ,Тверской район,40,37.59377147811186,55.7704388223888,кафе
2811,"город Москва, 1-я Брестская улица, дом 2, строение 3",Центральный административный округ,Тверской район,170,37.59441536222728,55.7699792210136,ресторан
2812,"город Москва, Тверская улица, дом 18, корпус 1",Центральный административный округ,Тверской район,80,37.60486884764896,55.76602311166574,кафе
2813,"город Москва, Тверская улица, дом 18, корпус 1",Центральный административный округ,Тверской район,120,37.60386,55.766228999,ресторан
2814,"город Москва, Тверская улица, дом 18, корпус 1",Центральный административный округ,Тверской район,80,37.604241,55.766147,кафе
2815,"город Москва, Тверская улица, дом 18, корпус 1",Центральный административный округ,Тверской район,15,37.604030234051294,55.76591261940488,бар
2816,"город Москва, улица Малая Дмитровка, дом 5/9",Центральный административный округ,Тверской район,80,37.6055885886097,55.7677930838412,ресторан
2817,"город Москва, Дегтярный переулок, дом 6, строение 1",Центральный административный округ,Тверской район,86,37.6032924089636,55.7684960876276,кафе
2818,"город Москва, Глинищевский переулок, дом 3",Центральный административный округ,Тверской район,98,37.6096724175081,55.7631926207576,кафе
2819,"город Москва, Тверская улица, дом 5/6",Центральный административный округ,Тверской район,60,37.6124875805327,55.7579810436051,кафе
2820,"город Москва, Тверская улица, дом 5/6",Центральный административный округ,Тверской район,24,37.61207538615739,55.75768368202247,кафе
2821,"город Москва, Тверская улица, дом 5/6",Центральный административный округ,Тверской район,48,37.61207538615739,55.75768368202247,кафе
2822,"город Москва, Вознесенский переулок, дом 21",Центральный административный округ,Тверской район,50,37.60786656514538,55.76150348626013,столовая
2823,"город Москва, Леонтьевский переулок, дом 22",Центральный административный округ,Тверской район,40,37.606972677780405,55.76123662451155,столовая
2824,"город Москва, улица Малая Дмитровка, дом 23/15, строение 1",Центральный административный округ,Тверской район,60,37.6047791210449,55.7703379204818,ресторан
2825,"город Москва, улица Малая Дмитровка, дом 3",Центральный административный округ,Тверской район,160,37.605921,55.767028,ресторан
2826,"город Москва, Трёхпрудный переулок, дом 10/2, строение 2",Центральный административный округ,Тверской район,130,37.5974576392925,55.7653621504589,ресторан
2827,"город Москва, Тверская улица, дом 9А, строение 6",Центральный административный округ,Тверской район,45,37.60988179142783,55.7597951399338,бар
2828,"город Москва, Тверская улица, дом 23, строение 1",Центральный административный округ,Тверской район,120,37.6006763323983,55.766831656333984,ресторан
2829,"город Москва, Тверская улица, дом 23, строение 1",Центральный административный округ,Тверской район,70,37.600921653299,55.7668872021784,бар
2830,"город Москва, 1-я Тверская-Ямская улица, дом 2, строение 1",Центральный административный округ,Тверской район,48,37.59677455716371,55.77013028421966,бар
2831,"город Москва, 1-я Тверская-Ямская улица, дом 2, строение 1",Центральный административный округ,Тверской район,149,37.5965449551381,55.7706352070318,ресторан
2832,"город Москва, 1-я Брестская улица, дом 62",Центральный административный округ,Тверской район,120,37.59531136688081,55.77039714178825,кафе
2833,"город Москва, Тверская улица, дом 11, строение 1",Центральный административный округ,Тверской район,75,37.609004099276675,55.760694499401744,столовая
2834,"город Москва, 1-я Тверская-Ямская улица, дом 27",Центральный административный округ,Тверской район,67,37.5856703987104,55.7758168561906,кафе
2835,"город Москва, 1-я Тверская-Ямская улица, дом 27",Центральный административный округ,Тверской район,94,37.58566591177809,55.77577555989659,кафе
2836,"город Москва, 1-я Брестская улица, дом 66",Центральный административный округ,Тверской район,30,37.5845909942457,55.7756363126522,кафе
2837,"город Москва, улица Большая Дмитровка, дом 11, строение 1",Центральный административный округ,Тверской район,90,37.613674843162116,55.761954575475166,кафе
2838,"город Москва, улица Большая Дмитровка, дом 7/5, строение 5",Центральный административный округ,Тверской район,90,37.6148183970824,55.7609174478366,кафе
2839,"город Москва, улица Большая Дмитровка, дом 5/6, строение 3",Центральный административный округ,Тверской район,98,37.61406618143469,55.759900547008066,ресторан
2840,"город Москва, улица Большая Дмитровка, дом 5/6, строение 3",Центральный административный округ,Тверской район,90,37.61405954858261,55.75993028429488,кафе
2841,"город Москва, улица Большая Дмитровка, дом 5/6, строение 3",Центральный административный округ,Тверской район,144,37.6135440198922,55.7598173940887,ресторан
2842,"город Москва, улица Большая Дмитровка, дом 5/6, строение 3",Центральный административный округ,Тверской район,68,37.613550784595,55.7598218603168,кафе
2843,"город Москва, улица Большая Дмитровка, дом 5/6, строение 3",Центральный административный округ,Тверской район,50,37.6136917826952,55.7598224653735,кафе
2844,"город Москва, улица Большая Дмитровка, дом 9, строение 1",Центральный административный округ,Тверской район,48,37.614075135784994,55.7614465542798,кафе
2845,"город Москва, улица Большая Дмитровка, дом 9, строение 1",Центральный административный округ,Тверской район,154,37.614075135784994,55.7614465542798,кафе
2846,"город Москва, улица Большая Дмитровка, дом 5/6, строение 1",Центральный административный округ,Тверской район,50,37.6152655740736,55.7603811641466,ресторан
2847,"город Москва, Моховая улица, дом 15/1, строение 1",Центральный административный округ,Тверской район,80,37.61365107544217,55.75677442855017,ресторан
2848,"город Москва, Моховая улица, дом 15/1, строение 1",Центральный административный округ,Тверской район,90,37.61341323242142,55.75670207518876,ресторан
2849,"город Москва, Моховая улица, дом 15/1, строение 1",Центральный административный округ,Тверской район,80,37.61341323242142,55.75670207518876,бар
2850,"город Москва, улица Бутырский Вал, дом 7, строение 2",Центральный административный округ,Тверской район,30,37.58542110426266,55.779892681728626,столовая
2851,"город Москва, Старопименовский переулок, дом 11, строение 2",Центральный административный округ,Тверской район,60,37.602677132227484,55.7701160235877,кафе
2852,"город Москва, Старопименовский переулок, дом 11, строение 6",Центральный административный округ,Тверской район,49,37.603121533316674,55.77005367477817,кафе
2853,"город Москва, Старопименовский переулок, дом 11, строение 1",Центральный административный округ,Тверской район,30,37.602405074744766,55.76992693202972,кафе
2854,"город Москва, Столешников переулок, дом 6, строение 1",Центральный административный округ,Тверской район,86,37.6125015007135,55.7621709792789,кафе
2855,"город Москва, Лесная улица, дом 1/2",Центральный административный округ,Тверской район,70,37.58534,55.776977763508654,кафе
2856,"город Москва, Лесная улица, дом 1/2",Центральный административный округ,Тверской район,16,37.58534,55.776977763508654,бар
2857,"город Москва, Лесная улица, дом 1/2",Центральный административный округ,Тверской район,48,37.58534,55.776977763508654,кафе
2858,"город Москва, Настасьинский переулок, дом 5, строение 1",Центральный административный округ,Тверской район,90,37.604538421067964,55.76740307654046,ресторан
2859,"город Москва, улица Бутырский Вал, дом 4",Центральный административный округ,Тверской район,20,37.58531486808188,55.77731471322117,кафе
2860,"город Москва, Камергерский переулок, дом 3, строение 1",Центральный административный округ,Тверской район,40,37.61304116693,55.7598696692578,ресторан
2861,"город Москва, Камергерский переулок, дом 3А, строение 2",Центральный административный округ,Тверской район,90,37.6136668710893,55.7600770297684,кафе
2862,"город Москва, Благовещенский переулок, дом 3, строение 1",Центральный административный округ,Тверской район,45,37.59807990245257,55.76774140727018,бар
2863,"город Москва, Благовещенский переулок, дом 6, строение 2",Центральный административный округ,Тверской район,40,37.5968783892112,55.7665754607414,буфет
2864,"город Москва, Старопименовский переулок, дом 5",Центральный административный округ,Тверской район,80,37.60064548963614,55.76933058335418,буфет
2865,"город Москва, Пушкинская площадь, дом 2",Центральный административный округ,Тверской район,45,37.607422440425026,55.76620054045881,кафе
2866,"город Москва, Пушкинская площадь, дом 2",Центральный административный округ,Тверской район,500,37.6070526523624,55.766180485609,ресторан
2867,"город Москва, Часовая улица, дом 11",Северный административный округ,район Аэропорт,16,37.529126098825294,55.80791438135291,кафе
2868,"город Москва, Часовая улица, дом 11",Северный административный округ,район Аэропорт,40,37.529981792017054,55.80776088610108,кафе
2869,"город Москва, Малый Палашёвский переулок, дом 3",Центральный административный округ,Тверской район,100,37.60121315122644,55.765308421854385,столовая
2870,"город Москва, 2-я Брестская улица, дом 6",Центральный административный округ,Пресненский район,0,37.58766475904471,55.77263484277932,буфет
2871,"город Москва, 3-я Песчаная улица, дом 2",Северный административный округ,Хорошёвский район,80,37.5176671633912,55.7929292922072,ресторан
2872,"город Москва, 3-я улица Ямского Поля, дом 15",Северный административный округ,район Беговой,98,37.5793459221616,55.7825522232896,ресторан
2873,"город Москва, 1-я Брестская улица, дом 43",Центральный административный округ,Тверской район,48,37.5876059034255,55.7735946803525,ресторан
2874,"город Москва, 2-я Тверская-Ямская улица, дом 46, строение 1",Центральный административный округ,Тверской район,120,37.590745902636705,55.77446407921956,буфет
2875,"город Москва, 1-й Тверской-Ямской переулок, дом 18",Центральный административный округ,Тверской район,48,37.59922,55.773702,столовая
2876,"город Москва, 1-й Тверской-Ямской переулок, дом 18",Центральный административный округ,Тверской район,5,37.59922,55.773702,кафе
2877,"город Москва, Большая Грузинская улица, дом 76",Центральный административный округ,Тверской район,90,37.5867327686758,55.7735217840113,бар
2878,"город Москва, Большая Грузинская улица, дом 76",Центральный административный округ,Тверской район,50,37.58680571213384,55.77347821630578,кафе
2879,"город Москва, Большая Грузинская улица, дом 76",Центральный административный округ,Тверской район,48,37.58695030830913,55.77360794383766,кафе
2880,"город Москва, Большой Гнездниковский переулок, дом 6",Центральный административный округ,Тверской район,1,37.60497779224433,55.76257939014087,буфет
2881,"город Москва, Тверская улица, дом 31/4, строение 1",Центральный административный округ,Тверской район,98,37.5969373978089,55.7691642013818,кафе
2882,"город Москва, Трёхпрудный переулок, дом 4, строение 1",Центральный административный округ,Тверской район,60,37.5987053,55.765017,ресторан
2883,"город Москва, Оружейный переулок, дом 13, строение 1",Центральный административный округ,Тверской район,175,37.5996759512215,55.7717741261563,ресторан
2884,"город Москва, Павловская улица, дом 7",Южный административный округ,Даниловский район,200,37.62825954522649,55.71995480338276,столовая
2885,"город Москва, Павловская улица, дом 7",Южный административный округ,Даниловский район,25,37.628240420503005,55.71996265225772,кафе
2886,"город Москва, Павловская улица, дом 6",Южный административный округ,Даниловский район,222,37.62670165409479,55.71943511942249,кафе
2887,"город Москва, Пятницкая улица, дом 56, строение 1",Центральный административный округ,район Замоскворечье,15,37.627238,55.733604,кафе
2888,"город Москва, Новокузнецкая улица, дом 5, строение 1",Центральный административный округ,район Замоскворечье,13,37.630311086374064,55.739688035777235,кафе
2889,"город Москва, 1-й Монетчиковский переулок, дом 5, строение 1",Центральный административный округ,район Замоскворечье,75,37.628304095882946,55.73220435459949,ресторан
2890,"город Москва, улица Большая Ордынка, дом 45, строение 3",Центральный административный округ,район Замоскворечье,175,37.62461517992628,55.73492796948381,ресторан
2891,"город Москва, улица Малая Ордынка, дом 24",Центральный административный округ,район Замоскворечье,38,37.62520274007281,55.735472416091845,кафе
2892,"город Москва, Пятницкая улица, дом 36",Центральный административный округ,район Замоскворечье,100,37.62799970324636,55.73896798441045,ресторан
2893,"город Москва, Кожевническая улица, дом 1, строение 1",Центральный административный округ,район Замоскворечье,75,37.64158140752908,55.73091907368818,ресторан
2894,"город Москва, Пятницкая улица, дом 52, строение 1",Центральный административный округ,район Замоскворечье,80,37.62745227185489,55.73462589834545,ресторан
2895,"город Москва, Пятницкая улица, дом 56, строение 4",Центральный административный округ,район Замоскворечье,20,37.627293857237774,55.73379469143261,ресторан
2896,"город Москва, Пятницкая улица, дом 25А",Центральный административный округ,район Замоскворечье,40,37.62881,55.741521,кафе
2897,"город Москва, Пятницкая улица, дом 25, строение 1Д",Центральный административный округ,район Замоскворечье,240,37.62881,55.741521,ресторан
2898,"город Москва, Дербеневская улица, дом 24, строение 3",Южный административный округ,Даниловский район,60,37.64632953468876,55.71781736680079,кафе
2899,"город Москва, Средний Овчинниковский переулок, дом 1, строение 13",Центральный административный округ,район Замоскворечье,40,37.63067169243201,55.745129019610175,кафе
2900,"город Москва, Климентовский переулок, дом 10, строение 2",Центральный административный округ,район Замоскворечье,158,37.62741230892113,55.7410376553537,кафе
2901,"город Москва, Климентовский переулок, дом 10, строение 2",Центральный административный округ,район Замоскворечье,143,37.62741230892113,55.7410376553537,кафе
2902,"город Москва, Климентовский переулок, дом 10, строение 1",Центральный административный округ,район Замоскворечье,50,37.62778303007849,55.74102936428861,кафе
2903,"город Москва, Климентовский переулок, дом 10, строение 1",Центральный административный округ,район Замоскворечье,160,37.62778303007849,55.74102936428861,кафе
2904,"город Москва, улица Богданова, дом 56Б",Западный административный округ,район Солнцево,60,37.3926107006582,55.6477025144488,ресторан
2905,"город Москва, Попутная улица, дом 6",Западный административный округ,район Солнцево,25,37.38674043203815,55.654432339956486,бар
2906,"город Москва, Пятницкая улица, дом 2/38, строение 1",Центральный административный округ,район Замоскворечье,37,37.62649238761175,55.74544087420535,кафе
2907,"город Москва, Солнцевский проспект, дом 7А",Западный административный округ,район Солнцево,10,37.39898832504186,55.64889678270767,буфет
2908,"город Москва, Солнцевский проспект, дом 7А",Западный административный округ,район Солнцево,200,37.39898832504186,55.64889678270767,столовая
2909,"город Москва, Солнцевский проспект, дом 12А",Западный административный округ,район Солнцево,240,37.40202921135056,55.65289407101218,столовая
2910,"город Москва, Солнцевский проспект, дом 16А",Западный административный округ,район Солнцево,120,37.403421004811484,55.65288080530802,столовая
2911,"город Москва, улица Федосьино, дом 16, корпус 3",Западный административный округ,район Ново-Переделкино,240,37.33739765050582,55.63951676912097,столовая
2912,"город Москва, улица 50 лет Октября, дом 14А",Западный административный округ,район Солнцево,240,37.40897728972304,55.65750661162064,столовая
2913,"город Москва, Наро-Фоминская улица, дом 1",Западный административный округ,район Солнцево,130,37.39076331209692,55.65778176443432,столовая
2914,"город Москва, город Зеленоград, Центральная площадь, дом 1",Зеленоградский административный округ,район Савёлки,27,37.22012351949395,55.989686642335215,кафе
2915,"город Москва, город Зеленоград, Центральная площадь, дом 1",Зеленоградский административный округ,район Савёлки,50,37.2206072759974,55.9894535914659,ресторан
2916,"город Москва, город Зеленоград, Никольский проезд, дом 3",Зеленоградский административный округ,район Савёлки,100,37.244955960294,55.9939771897588,столовая
2917,"город Москва, город Зеленоград, корпус 913А",Зеленоградский административный округ,район Старое Крюково,160,37.1925381883482,55.9852014607401,столовая
2918,"город Москва, город Зеленоград, проспект Генерала Алексеева, дом 4",Зеленоградский административный округ,район Матушкино,80,37.18755125999451,56.010204634503964,столовая
2919,"город Москва, улица Академика Пилюгина, дом 12А",Юго-Западный административный округ,Ломоносовский район,20,37.53828009797745,55.669987538827336,кафе
2920,"город Москва, микрорайон Северное Чертаново, корпус 810",Южный административный округ,район Чертаново Северное,240,37.59497854664243,55.634440813247366,столовая
2921,"город Москва, микрорайон Северное Чертаново, корпус 809",Южный административный округ,район Чертаново Северное,240,37.59646093380798,55.634818388351874,столовая
2922,"город Москва, микрорайон Северное Чертаново, корпус 823",Южный административный округ,район Чертаново Северное,0,37.59646795357643,55.636278168546596,предприятие быстрого обслуживания
2923,"город Москва, Пятницкий переулок, дом 8, строение 1",Центральный административный округ,район Замоскворечье,30,37.629775041378664,55.74287230223834,кафе
2924,"город Москва, Пятницкий переулок, дом 8, строение 1",Центральный административный округ,район Замоскворечье,10,37.629775041378664,55.74287230223834,кафе
2925,"город Москва, улица Большая Ордынка, дом 63",Центральный административный округ,район Замоскворечье,48,37.624602909149935,55.731902504556196,кафе
2926,"город Москва, Люсиновская улица, дом 31, строение 2",Центральный административный округ,район Замоскворечье,150,37.623958085380465,55.72452754687876,столовая
2927,"город Москва, Сверчков переулок, дом 8, строение 1",Центральный административный округ,Басманный район,63,37.6397785173478,55.7603118574003,кафе
2928,"город Москва, улица Космонавтов, дом 15",Северо-Восточный административный округ,Алексеевский район,174,37.6603810239233,55.821632433938,ресторан
2929,"город Москва, улица Космонавтов, дом 15",Северо-Восточный административный округ,Алексеевский район,146,37.6604193160364,55.8216696043312,ресторан
2930,"город Москва, улица Малыгина, дом 7",Северо-Восточный административный округ,Лосиноостровский район,35,37.6946967895018,55.88035015595204,кафе
2931,"город Москва, улица Бестужевых, дом 1",Северо-Восточный административный округ,район Отрадное,120,37.596286,55.868808790328416,столовая
2932,"город Москва, Дубнинская улица, дом 83А",Северный административный округ,район Восточное Дегунино,28,37.55315509786775,55.89251613323258,кафе
2933,"город Москва, Костромская улица, дом 12Б",Северо-Восточный административный округ,Алтуфьевский район,99,37.5973000793407,55.8855988268775,кафе
2934,"город Москва, Большая Новодмитровская улица, дом 36, строение 6",Северо-Восточный административный округ,Бутырский район,45,37.585922990069854,55.80467710734895,кафе
2935,"город Москва, Большая Новодмитровская улица, дом 36, строение 9",Северо-Восточный административный округ,Бутырский район,80,37.58442954815084,55.80553760935847,кафе
2936,"город Москва, Осташковский проезд, дом 8, строение 2",Северо-Восточный административный округ,Лосиноостровский район,94,37.68397964821004,55.87700880144423,кафе
2937,"город Москва, Таймырская улица, дом 4",Северо-Восточный административный округ,Лосиноостровский район,80,37.7077049999999,55.8852049999999,столовая
2938,"город Москва, улица Образцова, дом 9, строение 2",Северо-Восточный административный округ,район Марьина Роща,84,37.608908862575596,55.78849847565658,столовая
2939,"город Москва, Осенний бульвар, дом 10, корпус 3",Западный административный округ,район Крылатское,170,37.4129816518853,55.7576653662503,столовая
2940,"город Москва, площадь Европы, дом 2",Западный административный округ,район Дорогомилово,25,37.56662890775668,55.74166611808805,ресторан
2941,"город Москва, площадь Европы, дом 2",Западный административный округ,район Дорогомилово,1200,37.56662890775668,55.74166611808805,ресторан
2942,"город Москва, площадь Европы, дом 2",Западный административный округ,район Дорогомилово,50,37.5678498989305,55.7415546287474,ресторан
2943,"город Москва, площадь Европы, дом 2",Западный административный округ,район Дорогомилово,25,37.56662890775668,55.74166611808805,ресторан
2944,"город Москва, площадь Европы, дом 2",Западный административный округ,район Дорогомилово,15,37.56662890775668,55.74166611808805,кафе
2945,"город Москва, площадь Европы, дом 2",Западный административный округ,район Дорогомилово,10,37.56662890775668,55.74166611808805,бар
2946,"город Москва, площадь Европы, дом 2",Западный административный округ,район Дорогомилово,10,37.56662890775668,55.74166611808805,бар
2947,"город Москва, Пятницкое шоссе, дом 45, корпус 2",Северо-Западный административный округ,район Митино,240,37.34695221864969,55.856549658663646,столовая
2948,"город Москва, Домодедовская улица, дом 35, корпус 2",Южный административный округ,район Орехово-Борисово Южное,150,37.71691811525807,55.60172637077825,столовая
2949,"город Москва, Большая Пироговская улица, дом 27, строение 1",Центральный административный округ,район Хамовники,180,37.6024734994153,55.7426737410802,кафе
2950,"город Москва, Ружейный переулок, дом 6, строение 2",Центральный административный округ,район Хамовники,20,37.58090855389926,55.74379388176074,кафе
2951,"город Москва, Большая Серпуховская улица, дом 4/3",Центральный административный округ,район Замоскворечье,240,37.62378889237872,55.729046453725395,предприятие быстрого обслуживания
2952,"город Москва, Каширский проезд, дом 5",Южный административный округ,район Нагатино-Садовники,20,37.62471787858595,55.660861121285066,кафе
2953,"город Москва, Большой Путинковский переулок, дом 5",Центральный административный округ,Тверской район,48,37.6075794597651,55.7673007594675,кафе
2954,"город Москва, Большой Путинковский переулок, дом 5",Центральный административный округ,Тверской район,120,37.607603848929344,55.76722730596041,ресторан
2955,"город Москва, Малый Каретный переулок, дом 11, строение 2",Центральный административный округ,Тверской район,100,37.61460990948374,55.771415730952285,ресторан
2956,"город Москва, Огородный проезд, дом 16, строение 1",Северо-Восточный административный округ,Бутырский район,8,37.60137924889722,55.81616520714718,кафе
2957,"город Москва, Осташковский проезд, дом 6, строение 2",Северо-Восточный административный округ,Лосиноостровский район,98,37.685678,55.8765029999999,кафе
2958,"город Москва, Староватутинский проезд, дом 8",Северо-Восточный административный округ,Бабушкинский район,160,37.672610110642694,55.87533057932108,столовая
2959,"город Москва, Староватутинский проезд, дом 8",Северо-Восточный административный округ,Бабушкинский район,100,37.672610110642694,55.87533057932108,столовая
2960,"город Москва, улица Генерала Дорохова, дом 5",Западный административный округ,район Очаково-Матвеевское,20,37.44934902827302,55.706266973466796,буфет
2961,"город Москва, Инициативная улица, дом 1",Западный административный округ,район Фили-Давыдково,168,37.4614862079208,55.716663029444234,столовая
2962,"город Москва, Дорогобужская улица, дом 13",Западный административный округ,Можайский район,330,37.4160157413795,55.7160399533897,столовая
2963,"город Москва, Молодогвардейская улица, дом 19, корпус 2",Западный административный округ,район Кунцево,320,37.42212830081087,55.73251941507317,столовая
2964,"город Москва, улица Покрышкина, дом 5",Западный административный округ,район Тропарёво-Никулино,24,37.468824999,55.664668999,предприятие быстрого обслуживания
2965,"город Москва, проектируемый проезд № 1980, дом 4",Западный административный округ,район Очаково-Матвеевское,60,37.43728,55.67225,столовая
2966,"город Москва, Береговой проезд, дом 4, корпус 3",Западный административный округ,район Филёвский Парк,16,37.50180985829322,55.75785414632086,бар
2967,"город Москва, улица Федосьино, дом 4",Западный административный округ,район Ново-Переделкино,50,37.340953000000006,55.635788722697164,кафе
2968,"город Москва, улица Барышиха, дом 42, корпус 2",Северо-Западный административный округ,район Митино,240,37.3457553204923,55.85539769807908,столовая
2969,"город Москва, Митинская улица, дом 52, корпус 1",Северо-Западный административный округ,район Митино,32,37.35516866378,55.8525024462918,кафе
2970,"город Москва, улица Фабрициуса, дом 41",Северо-Западный административный округ,район Южное Тушино,20,37.42277693847028,55.84381342192573,бар
2971,"город Москва, улица Фабрициуса, дом 41",Северо-Западный административный округ,район Южное Тушино,20,37.42282900635909,55.843789820027084,кафе
2972,"город Москва, Липецкая улица, дом 19",Южный административный округ,район Бирюлёво Восточное,20,37.68630219663874,55.579274995602425,столовая
2973,"город Москва, улица Скульптора Мухиной, дом 13",Западный административный округ,район Ново-Переделкино,7,37.339549900457435,55.637206436194845,кафе
2974,"город Москва, улица Скульптора Мухиной, дом 13",Западный административный округ,район Ново-Переделкино,22,37.33954702622153,55.63725452437241,кафе
2975,"город Москва, Митинская улица, дом 48, корпус 2",Северо-Западный административный округ,район Митино,240,37.35774563774034,55.850781619949515,столовая
2976,"город Москва, улица 1905 Года, дом 2, строение 1",Центральный административный округ,Пресненский район,50,37.55999489493007,55.75546974654653,ресторан
2977,"город Москва, Боровское шоссе, дом 31",Западный административный округ,район Ново-Переделкино,170,37.3615046964714,55.6424312461515,ресторан
2978,"город Москва, Боровское шоссе, дом 31",Западный административный округ,район Ново-Переделкино,146,37.3614830755739,55.6424714551646,ресторан
2979,"город Москва, Большой Трёхгорный переулок, дом 3, строение 1",Центральный административный округ,Пресненский район,80,37.5637861715379,55.7600703908302,столовая
2980,"город Москва, Моховая улица, дом 11, строение 3",Центральный административный округ,Тверской район,100,37.610215202792254,55.756664378479456,кафе
