,Address,AdmArea,District,SeatsCount,x,y,TypeObject
0,"город Москва, улица Егора Абакумова, дом 9",Северо-Восточный административный округ,Ярославский район,48,37.71456500043604,55.87900153130337,кафе
1,"город Москва, улица Талалихина, дом 2/1, корпус 1",Центральный административный округ,Таганский район,35,37.6733061300344,55.7382386551547,кафе
2,"город Москва, Абельмановская улица, дом 6",Центральный административный округ,Таганский район,95,37.6696475969381,55.7355114718314,кафе
3,"город Москва, Абрамцевская улица, дом 9, корпус 1",Северо-Восточный административный округ,район Лианозово,40,37.57230613167112,55.90408636984904,кафетерий
4,"город Москва, Угличская улица, дом 17",Северо-Восточный административный округ,район Лианозово,240,37.56694,55.90401880066922,столовая
5,"город Москва, переулок Сивцев Вражек, дом 6/2",Центральный административный округ,район Арбат,10,37.59812754843999,55.747390490525994,кафе
6,"город Москва, Авиамоторная улица, дом 8, строение 1",Юго-Восточный административный округ,район Лефортово,90,37.71542539189803,55.75516375097069,столовая
7,"город Москва, Авиамоторная улица, дом 8, строение 1",Юго-Восточный административный округ,район Лефортово,120,37.71542539189803,55.75516375097069,столовая
8,"город Москва, Авиамоторная улица, дом 49/1",Юго-Восточный административный округ,район Лефортово,24,37.71995037885907,55.74927598927656,кафе
9,"город Москва, Авиамоторная улица, дом 51",Юго-Восточный административный округ,район Лефортово,140,37.72098869657803,55.74632569667249,столовая
10,"город Москва, улица Авиаторов, дом 14",Новомосковский административный округ,поселение Щербинка,32,37.53328086209287,55.51401055012196,кафе
11,"город Москва, улица Авиаторов, дом 16",Новомосковский административный округ,поселение Щербинка,270,37.53383918241649,55.51361335283005,столовая
12,"город Москва, улица Авиаторов, дом 18",Новомосковский административный округ,поселение Щербинка,320,37.5346897351479,55.51344189360385,столовая
13,"город Москва, Азовская улица, дом 4",Юго-Западный административный округ,район Зюзино,2,37.60208371306162,55.660402459563905,предприятие быстрого обслуживания
14,"город Москва, Большая Академическая улица, дом 65",Северный административный округ,район Коптево,160,37.54761,55.840266,ресторан
15,"город Москва, Филипповский переулок, дом 15/5",Центральный административный округ,район Арбат,20,37.598353618148295,55.750590675832086,кафе
16,"город Москва, Алтайская улица, дом 33/7",Восточный административный округ,район Гольяново,18,37.8316832687996,55.8207928342225,кафе
17,"город Москва, Алтуфьевское шоссе, дом 14",Северо-Восточный административный округ,район Отрадное,110,37.58583217527016,55.85575028944077,кафе
18,"город Москва, Алтуфьевское шоссе, дом 14",Северо-Восточный административный округ,район Отрадное,150,37.5858265787149,55.8556644498222,кафе
19,"город Москва, Алтуфьевское шоссе, дом 42Б",Северо-Восточный административный округ,район Отрадное,120,37.589045000000006,55.872932791537956,столовая
20,"город Москва, Алтуфьевское шоссе, дом 56",Северо-Восточный административный округ,Алтуфьевский район,6,37.58783336201571,55.88080528015208,кафетерий
21,"город Москва, Алтуфьевское шоссе, дом 102Б",Северо-Восточный административный округ,район Бибирево,20,37.59132052872169,55.90406171774882,буфет
22,"город Москва, улица Амундсена, дом 10",Северо-Восточный административный округ,район Свиблово,192,37.657212875944,55.8530419802775,столовая
23,"город Москва, Анадырский проезд, дом 55",Северо-Восточный административный округ,Лосиноостровский район,240,37.704196,55.879103,столовая
24,"город Москва, Ангарская улица, дом 1, корпус 2",Северный административный округ,район Западное Дегунино,120,37.50979918389434,55.87179217383281,кафе
25,"город Москва, Ангарская улица, дом 39",Северный административный округ,Дмитровский район,65,37.5245215708017,55.8791123625771,ресторан
26,"город Москва, проспект Андропова, дом 17, корпус 2",Южный административный округ,район Нагатинский Затон,240,37.668205509946866,55.683199295785435,столовая
27,"город Москва, проспект Андропова, дом 26",Южный административный округ,район Нагатино-Садовники,45,37.6630949603141,55.6805126682781,кафе
28,"город Москва, проспект Андропова, дом 30",Южный административный округ,район Нагатино-Садовники,4,37.6627060400079,55.6788166451702,кафе
29,"город Москва, проспект Андропова, дом 35А",Южный административный округ,район Нагатинский Затон,45,37.66626689310591,55.67396575768212,кафе
30,"город Москва, проспект Андропова, дом 38, корпус 2",Южный административный округ,район Нагатино-Садовники,24,37.65961950402761,55.6744891449848,столовая
31,"город Москва, улица Арбат, дом 4, строение 1",Центральный административный округ,район Арбат,50,37.59845548770146,55.75201590992224,ресторан
32,"город Москва, улица Арбат, дом 4, строение 1",Центральный административный округ,район Арбат,125,37.5990156320594,55.752164264713706,кафе
33,"город Москва, улица Арбат, дом 6/2",Центральный административный округ,район Арбат,20,37.597493060865006,55.75171555227067,кафе
34,"город Москва, улица Арбат, дом 6/2",Центральный административный округ,район Арбат,100,37.597569559758966,55.75202381407097,ресторан
35,"город Москва, улица Арбат, дом 23, строение 1",Центральный административный округ,район Арбат,150,37.595333570049874,55.750427507670985,кафе
36,"город Москва, улица Арбат, дом 23, строение 1",Центральный административный округ,район Арбат,49,37.595333570049874,55.750427507670985,кафе
37,"город Москва, улица Арбат, дом 29",Центральный административный округ,район Арбат,120,37.5929471479459,55.7497161051646,кафе
38,"город Москва, улица Арбат, дом 29",Центральный административный округ,район Арбат,40,37.593548890650894,55.74987471472409,кафе
39,"город Москва, улица Арбат, дом 31",Центральный административный округ,район Арбат,70,37.59279877035469,55.74965384074991,ресторан
40,"город Москва, улица Арбат, дом 32",Центральный административный округ,район Арбат,22,37.589553868570846,55.74914410606775,кафе
41,"город Москва, улица Арбат, дом 36/2, строение 1",Центральный административный округ,район Арбат,30,37.5888682527611,55.7488371155641,ресторан
42,"город Москва, улица Арбат, дом 36/2, строение 1",Центральный административный округ,район Арбат,38,37.58885493178318,55.748825231704124,кафе
43,"город Москва, улица Арбат, дом 45/24",Центральный административный округ,район Арбат,90,37.5881406293922,55.7481098880933,ресторан
44,"город Москва, улица Арбат, дом 47/23",Центральный административный округ,район Арбат,30,37.587559259403605,55.74799700957472,ресторан
45,"город Москва, улица Арбат, дом 47/23",Центральный административный округ,район Арбат,78,37.587559259403605,55.74799700957472,ресторан
46,"город Москва, улица Артамонова, дом 7",Западный административный округ,район Фили-Давыдково,20,37.459335892551046,55.71909258788646,ресторан
47,"город Москва, Астраханский переулок, дом 1/15",Центральный административный округ,Мещанский район,20,37.63991142119727,55.777448144095466,кафе
48,"город Москва, Астраханский переулок, дом 5/9",Центральный административный округ,Мещанский район,3,37.63957789928531,55.77888133760811,буфет
49,"город Москва, Аэродромная улица, дом 9",Северо-Западный административный округ,район Южное Тушино,240,37.430252,55.84698778393582,столовая
50,"город Москва, улица Ивана Бабушкина, дом 15, корпус 1-2",Юго-Западный административный округ,Академический район,80,37.56309022589957,55.68438723959252,буфет
51,"город Москва, улица Ивана Бабушкина, дом 17, корпус 1",Юго-Западный административный округ,Академический район,46,37.5610288606706,55.6846628132219,кафе
52,"город Москва, Алтайская улица, дом 10А",Восточный административный округ,район Гольяново,110,37.80776600000001,55.818914775729695,столовая
53,"город Москва, Байкальская улица, дом 31",Восточный административный округ,район Гольяново,50,37.8083238037527,55.8175963735601,кафе
54,"город Москва, Бакинская улица, дом 29",Южный административный округ,район Царицыно,15,37.660380015792065,55.61810177708225,кафе
55,"город Москва, Балаклавский проспект, дом 48, корпус 1",Юго-Западный административный округ,район Зюзино,96,37.5721332059936,55.6482135986494,ресторан
56,"город Москва, улица Барклая, дом 16, корпус 1",Западный административный округ,район Филёвский Парк,7,37.496599200248674,55.745867477141466,столовая
57,"город Москва, Бауманская улица, дом 33/2, строение 1",Центральный административный округ,Басманный район,48,37.6786812768991,55.7730289955539,кафе
58,"город Москва, Бауманская улица, дом 35/1",Центральный административный округ,Басманный район,160,37.678960226637,55.7715866811033,кафе
59,"город Москва, Татарская улица, дом 14",Центральный административный округ,район Замоскворечье,30,37.637574004125156,55.7339144144126,кафе
60,"город Москва, Башиловская улица, дом 21",Северный административный округ,Савёловский район,40,37.574735579565804,55.80129048362571,столовая
61,"город Москва, Беговая улица, дом 7",Северный административный округ,район Беговой,47,37.55612,55.778380999,кафе
62,"город Москва, Беговая улица, дом 17, корпус 1",Северный административный округ,район Беговой,30,37.55985278607431,55.78177895431193,кафе
63,"город Москва, Беговая улица, дом 28",Северный административный округ,район Беговой,80,37.5606759676678,55.7814827124128,ресторан
64,"город Москва, улица Демьяна Бедного, дом 4",Северо-Западный административный округ,район Хорошёво-Мнёвники,180,37.4869140611715,55.7698304856012,ресторан
65,"город Москва, Белореченская улица, дом 13, корпус 1",Юго-Восточный административный округ,район Люблино,250,37.7664798035654,55.6732162954223,ресторан
66,"город Москва, Бережковская набережная, дом 8",Западный административный округ,район Дорогомилово,32,37.566273663254165,55.7394658905064,кафе
67,"город Москва, Бескудниковский бульвар, дом 40, корпус 3",Северный административный округ,Бескудниковский район,60,37.5514068513028,55.8738792716378,бар
68,"город Москва, Бескудниковский бульвар, дом 57, корпус 1",Северный административный округ,Бескудниковский район,140,37.538326789741,55.8725533835125,ресторан
69,"город Москва, улица Бестужевых, дом 23",Северо-Восточный административный округ,район Отрадное,120,37.609625999999984,55.872131791302984,столовая
70,"город Москва, Бибиревская улица, дом 7, корпус 1",Северо-Восточный административный округ,Алтуфьевский район,49,37.59308635976602,55.88024342230735,бар
71,"город Москва, улица Маршала Бирюзова, дом 4, корпус 1",Северо-Западный административный округ,район Щукино,60,37.4995633588858,55.7907729398205,ресторан
72,"город Москва, улица Маршала Бирюзова, дом 12",Северо-Западный административный округ,район Щукино,25,37.49438272217944,55.793594661729024,кафе
73,"город Москва, улица Маршала Бирюзова, дом 13",Северо-Западный административный округ,район Щукино,12,37.49491473218982,55.79219275316868,предприятие быстрого обслуживания
74,"город Москва, улица Маршала Бирюзова, дом 16",Северо-Западный административный округ,район Щукино,14,37.491709793339744,55.79476126986192,кафе
75,"город Москва, улица Маршала Бирюзова, дом 19",Северо-Западный административный округ,район Щукино,16,37.49112002224252,55.79437883066589,закусочная
76,"город Москва, улица Маршала Бирюзова, дом 21",Северо-Западный административный округ,район Щукино,50,37.4903794752185,55.794729684502,ресторан
77,"город Москва, улица Маршала Бирюзова, дом 28",Северо-Западный административный округ,район Щукино,10,37.487013236604966,55.797370744416746,кафетерий
78,"город Москва, Бойцовая улица, дом 17, корпус 1",Восточный административный округ,район Богородское,48,37.7181630996081,55.8116875743426,кафе
79,"город Москва, Болотниковская улица, дом 47, корпус 1",Юго-Западный административный округ,район Зюзино,70,37.58323602169326,55.66186417434049,столовая
80,"город Москва, Коктебельская улица, дом 11, строение 3",Юго-Западный административный округ,район Северное Бутово,420,37.58591132730495,55.56417436819395,ресторан
81,"город Москва, Ботаническая улица, дом 11",Северо-Восточный административный округ,район Марфино,100,37.6007507740932,55.8255072570794,столовая
82,"город Москва, 1-й Боткинский проезд, дом 2/6",Северный административный округ,район Беговой,48,37.5564313706355,55.7811413416017,кафе
83,"город Москва, улица Академика Бочвара, дом 7, корпус 1",Северо-Западный административный округ,район Щукино,70,37.4616691099235,55.8060307318284,кафе
84,"город Москва, улица Академика Бочвара, дом 7, корпус 1",Северо-Западный административный округ,район Щукино,5,37.46206873815451,55.80587953288307,закусочная
85,"город Москва, 2-я Брестская улица, дом 43",Центральный административный округ,Пресненский район,75,37.583870552642,55.7745436700123,кафе
86,"город Москва, Бригадирский переулок, дом 3-5",Центральный административный округ,Басманный район,34,37.67960922494895,55.765454552970844,буфет
87,"город Москва, Большая Бронная улица, дом 2/6",Центральный административный округ,Пресненский район,43,37.5974963407965,55.7600158552018,кафе
88,"город Москва, Большая Бронная улица, дом 27/4",Центральный административный округ,Тверской район,54,37.60256453956347,55.764134959774346,кафе
89,"город Москва, Большая Бронная улица, дом 27/4",Центральный административный округ,Тверской район,20,37.60256453956347,55.764134959774346,кафе
90,"город Москва, Большая Бронная улица, дом 29",Центральный административный округ,Тверской район,580,37.6029091881872,55.7646312620702,предприятие быстрого обслуживания
91,"город Москва, Малая Бронная улица, дом 4",Центральный административный округ,Пресненский район,40,37.59745155026576,55.7595804013478,кафе
92,"город Москва, Малая Бронная улица, дом 4",Центральный административный округ,Пресненский район,24,37.59745155026576,55.7595804013478,кафе
93,"город Москва, Малая Бронная улица, дом 10, строение 1",Центральный административный округ,Пресненский район,70,37.59666362271272,55.7607277189359,ресторан
94,"город Москва, Малая Бронная улица, дом 10, строение 1",Центральный административный округ,Пресненский район,50,37.596685787493406,55.760724678878695,ресторан
95,"город Москва, Малая Бронная улица, дом 20, строение 1",Центральный административный округ,Пресненский район,25,37.59574137990511,55.762347516686994,кафе
96,"город Москва, Малая Бронная улица, дом 20, строение 1",Центральный административный округ,Пресненский район,40,37.59576979062151,55.762344808272395,кафе
97,"город Москва, Малая Бронная улица, дом 20А",Центральный административный округ,Пресненский район,49,37.5955274330201,55.7625332797137,ресторан
98,"город Москва, Малая Бронная улица, дом 22, строение 2",Центральный административный округ,Пресненский район,45,37.59500999999999,55.76297775943894,кафе
99,"город Москва, Малая Бронная улица, дом 27/14",Центральный административный округ,Пресненский район,14,37.59397881001305,55.76340164270341,кафе
100,"город Москва, проспект Будённого, дом 1/1",Восточный административный округ,район Соколиная Гора,10,37.7216073499749,55.7785020631572,кафе
101,"город Москва, проспект Будённого, дом 24, корпус 1",Восточный административный округ,район Соколиная Гора,20,37.7319070325922,55.7651529466639,кафе
102,"город Москва, улица Бутлерова, дом 22",Юго-Западный административный округ,район Коньково,159,37.534833557490444,55.64914335898365,ресторан
103,"город Москва, Бутырская улица, дом 7",Северный административный округ,Савёловский район,25,37.58387830286943,55.79436893666154,кафе
104,"город Москва, Бутырская улица, дом 9, корпус 2",Северный административный округ,Савёловский район,0,37.58305289970215,55.79519373181738,закусочная
105,"город Москва, Бутырская улица, дом 11",Северный административный округ,Савёловский район,95,37.5833655849056,55.7958115839881,кафе
106,"город Москва, Бутырская улица, дом 84",Северо-Восточный административный округ,Бутырский район,38,37.5825562702243,55.8064075779024,кафе
107,"город Москва, Бутырская улица, дом 89",Северный административный округ,Савёловский район,64,37.5813600050037,55.806054850085,ресторан
108,"город Москва, Бутырская улица, дом 89",Северный административный округ,Савёловский район,67,37.5813921915117,55.806054850085,ресторан
109,"город Москва, улица Вавилова, дом 72/13",Юго-Западный административный округ,Гагаринский район,10,37.54762932407576,55.68137658803454,кафе
110,"город Москва, улица Вавилова, дом 81",Юго-Западный административный округ,Ломоносовский район,42,37.547978,55.680713,ресторан
111,"город Москва, Нахимовский проспект, владение 75А",Юго-Западный административный округ,Ломоносовский район,7,37.55272003804524,55.68345394203145,кафе
112,"город Москва, Валовая улица, дом 2-4/44, строение 1",Центральный административный округ,район Замоскворечье,20,37.635314,55.731222,кафе
113,"город Москва, Валовая улица, дом 6",Центральный административный округ,район Замоскворечье,22,37.63389514799414,55.73108025199366,кафе
114,"город Москва, Валовая улица, дом 8/18",Центральный административный округ,район Замоскворечье,124,37.63152782781391,55.730831022576844,кафе
115,"город Москва, Валовая улица, дом 11/19",Центральный административный округ,район Замоскворечье,35,37.63242856912604,55.73023644266186,кафе
116,"город Москва, Варсонофьевский переулок, дом 6",Центральный административный округ,Мещанский район,82,37.6259467968593,55.7631967528984,кафе
117,"город Москва, Варшавское шоссе, дом 7, корпус 1",Южный административный округ,Донской район,36,37.62241263084641,55.7008837507207,кафе
118,"город Москва, Варшавское шоссе, дом 29",Южный административный округ,Донской район,30,37.62210580616406,55.693234303514785,кафе
119,"город Москва, Варшавское шоссе, дом 72, корпус 2",Южный административный округ,Нагорный район,0,37.61877125032963,55.656838628142665,предприятие быстрого обслуживания
120,"город Москва, Варшавское шоссе, дом 143А",Южный административный округ,район Чертаново Южное,70,37.59921555727577,55.58394032265867,кафе
121,"город Москва, улица Маршала Василевского, дом 17",Северо-Западный административный округ,район Щукино,45,37.4628707395619,55.8085751256853,предприятие быстрого обслуживания
122,"город Москва, Васильевская улица, дом 2, корпус 1",Центральный административный округ,Пресненский район,10,37.58577270069653,55.76983755434797,кафе
123,"город Москва, Велозаводская улица, дом 6",Южный административный округ,Даниловский район,114,37.66494496568687,55.71228755802378,ресторан
124,"город Москва, Велозаводская улица, дом 6",Южный административный округ,Даниловский район,40,37.66494496568687,55.71228755802378,ресторан
125,"город Москва, проспект Вернадского, дом 9/10",Юго-Западный административный округ,Гагаринский район,42,37.53220694806775,55.69057839899542,кафе
126,"город Москва, проспект Вернадского, дом 11/19",Юго-Западный административный округ,Ломоносовский район,5,37.529166780318036,55.68886806281347,кафе
127,"город Москва, проспект Вернадского, дом 11/19",Юго-Западный административный округ,Ломоносовский район,8,37.529166780318036,55.68886806281347,кафе
128,"город Москва, проспект Вернадского, дом 11/19",Юго-Западный административный округ,Ломоносовский район,10,37.529166780318036,55.68886806281347,кафе
129,"город Москва, проспект Вернадского, дом 11/19",Юго-Западный административный округ,Ломоносовский район,50,37.529623,55.689188,кафе
130,"город Москва, улица Кравченко, дом 24/35",Юго-Западный административный округ,Ломоносовский район,40,37.513429,55.679914,кафе
131,"город Москва, проспект Вернадского, дом 86, строение 1",Западный административный округ,район Тропарёво-Никулино,40,37.474446,55.660494,буфет
132,"город Москва, проспект Вернадского, дом 93",Западный административный округ,район Тропарёво-Никулино,60,37.4951202626655,55.6674110893323,ресторан
133,"город Москва, проспект Вернадского, дом 97, корпус 1",Западный административный округ,район Тропарёво-Никулино,30,37.4909802590976,55.6674481430433,кафе
134,"город Москва, проспект Вернадского, дом 97, корпус 1",Западный административный округ,район Тропарёво-Никулино,40,37.4906584249567,55.6674181883104,кафе
135,"город Москва, проспект Вернадского, дом 125",Западный административный округ,район Тропарёво-Никулино,20,37.481195591552,55.6555685020109,кафе
136,"город Москва, Верхняя улица, дом 3, корпус 2",Северный административный округ,район Беговой,26,37.5749800416635,55.7766235021973,кафе
137,"город Москва, Глазовский переулок, дом 5",Центральный административный округ,район Хамовники,4,37.5874647117225,55.7437860579185,бар
138,"город Москва, улица Вешних Вод, дом 8, корпус 2",Северо-Восточный административный округ,Ярославский район,90,37.6997853853092,55.8595184059192,кафе
139,"город Москва, Вешняковская улица, дом 2",Восточный административный округ,район Вешняки,32,37.81995151285954,55.737569834466285,кафе
140,"город Москва, Вешняковская улица, дом 2",Восточный административный округ,район Вешняки,220,37.81995151285954,55.737569834466285,столовая
141,"город Москва, 1-я Владимирская улица, дом 9",Восточный административный округ,район Перово,58,37.774432791644955,55.75947587865381,ресторан
142,"город Москва, 1-я Владимирская улица, дом 14",Восточный административный округ,район Перово,18,37.77497591168257,55.75700016661588,кафе
143,"город Москва, 1-я Владимирская улица, дом 21",Восточный административный округ,район Перово,0,37.776921106101824,55.756084225017744,предприятие быстрого обслуживания
144,"город Москва, 1-я Владимирская улица, дом 39/12",Восточный административный округ,район Перово,18,37.78055342172077,55.74954622272495,магазин (отдел кулинарии)
145,"город Москва, 2-я Владимирская улица, дом 22",Восточный административный округ,район Перово,40,37.78054883399808,55.75629912942505,буфет
146,"город Москва, 2-я Владимирская улица, дом 36",Восточный административный округ,район Перово,14,37.78354765696985,55.75099284776306,кафе
147,"город Москва, 2-я Владимирская улица, дом 44/10",Восточный административный округ,район Перово,0,37.78501722062139,55.74913631246656,предприятие быстрого обслуживания
148,"город Москва, 2-я Владимирская улица, дом 52, корпус 2",Восточный административный округ,район Перово,18,37.78670743715204,55.74617739715479,кафе
149,"город Москва, 3-я Владимирская улица, дом 6",Восточный административный округ,район Перово,11,37.784795849183304,55.76216660564658,кафе
150,"город Москва, 3-я Владимирская улица, дом 27",Восточный административный округ,район Перово,0,37.791128564704294,55.75399907741965,предприятие быстрого обслуживания
151,"город Москва, 3-я Владимирская улица, дом 29",Восточный административный округ,район Перово,100,37.7914091573784,55.7534053233054,ресторан
152,"город Москва, улица Архитектора Власова, дом 11, корпус 3",Юго-Западный административный округ,район Черёмушки,30,37.55505800000001,55.678385734955945,столовая
153,"город Москва, улица Архитектора Власова, дом 47",Юго-Западный административный округ,Обручевский район,40,37.54381278099036,55.666391593347285,предприятие быстрого обслуживания
154,"город Москва, улица Академика Волгина, дом 6",Юго-Западный административный округ,Обручевский район,95,37.51800363499783,55.65336522460475,столовая
155,"город Москва, улица Академика Волгина, дом 29, корпус 1",Юго-Западный административный округ,район Коньково,80,37.5080353979794,55.64371359572547,ресторан
156,"город Москва, Волгоградский проспект, дом 4",Центральный административный округ,Таганский район,200,37.6706346498552,55.7310654222888,ресторан
157,"город Москва, Волгоградский проспект, дом 15",Центральный административный округ,Таганский район,158,37.6770438528807,55.7294040645839,кафе
158,"город Москва, Волгоградский проспект, дом 17, строение 1",Центральный административный округ,Таганский район,0,37.67996931529645,55.7292124961224,столовая
159,"город Москва, Волгоградский проспект, дом 17, строение 1",Центральный административный округ,Таганский район,65,37.6799901948995,55.7293376078054,кафе
160,"город Москва, Волгоградский проспект, дом 17",Центральный административный округ,Таганский район,150,37.6793250070634,55.7285038812421,ресторан
161,"город Москва, Волгоградский проспект, дом 17",Центральный административный округ,Таганский район,55,37.678653357444276,55.72874106616099,бар
162,"город Москва, Волгоградский проспект, дом 66, корпус 4",Юго-Восточный административный округ,район Кузьминки,196,37.756870000000006,55.70447974248854,столовая
163,"город Москва, Волгоградский проспект, дом 103, корпус 6",Юго-Восточный административный округ,район Кузьминки,120,37.757104000000005,55.70957674396193,буфет
164,"город Москва, Волгоградский проспект, дом 157, корпус 4",Юго-Восточный административный округ,район Кузьминки,220,37.78725899999999,55.70554274279577,столовая
165,"город Москва, Ферганская улица, дом 12",Юго-Восточный административный округ,район Выхино-Жулебино,4,37.80873718403081,55.708165406278916,предприятие быстрого обслуживания
166,"город Москва, Волоколамское шоссе, дом 3",Северный административный округ,район Сокол,45,37.5026658951903,55.8069472989407,кафе
167,"город Москва, Волоколамское шоссе, дом 13",Северный административный округ,район Сокол,48,37.4959477411339,55.8073511844701,кафе
168,"город Москва, Новопесчаная улица, дом 15",Северный административный округ,район Сокол,100,37.51545099999999,55.79825176970254,столовая
169,"город Москва, Волоколамское шоссе, дом 15/22",Северный административный округ,район Сокол,60,37.4936517702172,55.8087560004337,кафе
170,"город Москва, Волоколамское шоссе, дом 15/22",Северный административный округ,район Сокол,45,37.4944730388843,55.8083656113848,бар
171,"город Москва, Волоколамское шоссе, дом 92",Северо-Западный административный округ,район Покровское-Стрешнево,6,37.43450343402693,55.824751821077875,закусочная
172,"город Москва, улица Волхонка, дом 6",Центральный административный округ,район Хамовники,50,37.608625413487,55.7485492763152,кафе
173,"город Москва, улица Волхонка, дом 7/6",Центральный административный округ,район Хамовники,40,37.6082388620497,55.7473126410773,кафе
174,"город Москва, Воронежская улица, дом 26, корпус 4",Южный административный округ,район Орехово-Борисово Южное,120,37.737064999999994,55.60849571486721,столовая
175,"город Москва, Воронцовская улица, дом 13/14, строение 3",Центральный административный округ,Таганский район,8,37.6664718614642,55.7393318910867,кафе
176,"город Москва, Воронцовская улица, дом 36, строение 1",Центральный административный округ,Таганский район,55,37.661599,55.7343698036259,кафе
177,"город Москва, Воронцовская улица, дом 48",Центральный административный округ,Таганский район,25,37.66385159529566,55.73259210007719,кафе
178,"город Москва, Воронцовская улица, дом 48",Центральный административный округ,Таганский район,42,37.6639183984826,55.7328233638176,кафе
179,"город Москва, Воронцовская улица, дом 48",Центральный административный округ,Таганский район,30,37.66385159529566,55.73259210007719,кафетерий
180,"город Москва, Воротниковский переулок, дом 11, строение 1",Центральный административный округ,Тверской район,35,37.601475375411,55.7703887962695,кафе
181,"город Москва, Кудринская площадь, дом 1",Центральный административный округ,Пресненский район,100,37.5810151367724,55.7593381817137,кафе
182,"город Москва, Кудринская площадь, дом 1",Центральный административный округ,Пресненский район,70,37.5807967411105,55.7596478207301,кафе
183,"город Москва, Кудринская площадь, дом 1",Центральный административный округ,Пресненский район,45,37.58082940186447,55.75914810521364,кафе
184,"город Москва, Кудринская площадь, дом 1",Центральный административный округ,Пресненский район,80,37.58082940186447,55.75914810521364,бар
185,"город Москва, 2-й Вышеславцев переулок, дом 17",Северо-Восточный административный округ,район Марьина Роща,48,37.60662174463174,55.79040906869751,кафе
186,"город Москва, улица Бориса Галушкина, дом 5",Северо-Восточный административный округ,Алексеевский район,70,37.65298438572565,55.82536480715737,столовая
187,"город Москва, улица Бориса Галушкина, дом 10",Северо-Восточный административный округ,Алексеевский район,38,37.653104495622024,55.82426253768963,кафе
188,"город Москва, улица Бориса Галушкина, дом 26",Северо-Восточный административный округ,Алексеевский район,45,37.6643169880991,55.8205352226694,столовая
189,"город Москва, улица Гастелло, дом 37",Восточный административный округ,район Сокольники,98,37.6896997915322,55.7840558073774,ресторан
190,"город Москва, Гвардейская улица, дом 15, корпус 1",Западный административный округ,Можайский район,50,37.4231890569492,55.724834669105,буфет
191,"город Москва, улица Героев Панфиловцев, дом 1, корпус 1",Северо-Западный административный округ,район Северное Тушино,4,37.437211295887565,55.85242999423831,магазин (отдел кулинарии)
